DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2002-0652-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Isidore,USA,United States of America,Northern America,Americas,"Louisiane, Mississippi, Alabama, Tennessee provinces",,,No,No,No,,105,Kph,,,,2002,9,26,2002,9,27,1,,13200,,13200,,,200000,325398,300000,488097,61.46318826,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3256,""adm1_name"":""Tennessee""}]",2008-03-21,2023-09-25
2002-0700-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Tipton, Carroll, Montgomery, Sumner, Bedford, Coffee, Morgan, Cumberland, Anderson districts (Tennessee province), Henry, Dale, Fayette, Walker, Winston, Lamar, Cullman, Tuscaloosa, Jefferson, Cherokee districts (Alabama province), Van Wert, Paulding, Putnam, Defiance, Athens, Logan, Union, Seneca, Ottawa districts (Ohio province), Allen district (Kentucky province), Cross, Crittenden, Mississippi districts (Arkansas province), Appling, Cherokee, Pickens, Dawson, Atkinson, Coffee districts (Georgia province), Blackford district (Indiana province), Lowndes, Winston, Noxubee, Oktibbeha districts (Mississippi province), Mercer district (Pennsylvania province), McCormick district (South Carolina province)",,,No,No,No,,200,Kph,,,,2002,11,5,2002,11,10,36,115,3600,351,4066,,,450500,732959,700000,1138893,61.46318826,"[{""adm2_code"":28700,""adm2_name"":""Cherokee""},{""adm2_code"":28712,""adm2_name"":""Cullman""},{""adm2_code"":28713,""adm2_name"":""Dale""},{""adm2_code"":28719,""adm2_name"":""Fayette""},{""adm2_code"":28724,""adm2_name"":""Henry""},{""adm2_code"":28727,""adm2_name"":""Jefferson""},{""adm2_code"":28728,""adm2_name"":""Lamar""},{""adm2_code"":28753,""adm2_name"":""Tuscaloosa""},{""adm2_code"":28754,""adm2_name"":""Walker""},{""adm2_code"":28757,""adm2_name"":""Winston""},{""adm2_code"":28807,""adm2_name"":""Crittenden""},{""adm2_code"":28808,""adm2_name"":""Cross""},{""adm2_code"":28836,""adm2_name"":""Mississippi""},{""adm2_code"":29065,""adm2_name"":""Appling""},{""adm2_code"":29066,""adm2_name"":""Atkinson""},{""adm2_code"":29092,""adm2_name"":""Cherokee""},{""adm2_code"":29098,""adm2_name"":""Coffee""},{""adm2_code"":29106,""adm2_name"":""Dawson""},{""adm2_code"":29176,""adm2_name"":""Pickens""},{""adm2_code"":29379,""adm2_name"":""Blackford""},{""adm2_code"":29672,""adm2_name"":""Allen""},{""adm2_code"":30122,""adm2_name"":""Lowndes""},{""adm2_code"":30130,""adm2_name"":""Noxubee""},{""adm2_code"":30131,""adm2_name"":""Oktibbeha""},{""adm2_code"":30158,""adm2_name"":""Winston""},{""adm2_code"":30724,""adm2_name"":""Athens""},{""adm2_code"":30739,""adm2_name"":""Defiance""},{""adm2_code"":30765,""adm2_name"":""Logan""},{""adm2_code"":30781,""adm2_name"":""Ottawa""},{""adm2_code"":30782,""adm2_name"":""Paulding""},{""adm2_code"":30788,""adm2_name"":""Putnam""},{""adm2_code"":30793,""adm2_name"":""Seneca""},{""adm2_code"":30799,""adm2_name"":""Union""},{""adm2_code"":30800,""adm2_name"":""Van Wert""},{""adm2_code"":30963,""adm2_name"":""Mercer""},{""adm2_code"":31027,""adm2_name"":""McCormick""},{""adm2_code"":31105,""adm2_name"":""Anderson""},{""adm2_code"":31106,""adm2_name"":""Bedford""},{""adm2_code"":31113,""adm2_name"":""Carroll""},{""adm2_code"":31120,""adm2_name"":""Coffee""},{""adm2_code"":31122,""adm2_name"":""Cumberland""},{""adm2_code"":31167,""adm2_name"":""Montgomery""},{""adm2_code"":31169,""adm2_name"":""Morgan""},{""adm2_code"":31187,""adm2_name"":""Sumner""},{""adm2_code"":31188,""adm2_name"":""Tipton""}]",2006-01-13,2023-09-25
2002-0724-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Lili,USA,United States of America,Northern America,Americas,"St. Tammany, Terrebonne, Lafayette, Acadia, Evangeline, Rapides districts (Louisiana province)",,Flood,No,No,No,,0,Kph,,,,2002,10,3,2002,10,3,,,,,,,,750000,1220243,2000000,3253980,61.46318826,"[{""adm2_code"":29791,""adm2_name"":""Acadia""},{""adm2_code"":29810,""adm2_name"":""Evangeline""},{""adm2_code"":29819,""adm2_name"":""Lafayette""},{""adm2_code"":29830,""adm2_name"":""Rapides""},{""adm2_code"":29842,""adm2_name"":""St. Tammany""},{""adm2_code"":29845,""adm2_name"":""Terrebonne""}]",2008-03-21,2023-09-25
2002-0751-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Washington DC (District of Columbia district, District of Columbia province), North Carolina, South Carolina, Virginia, New York, Pennsylvania, Kentucky, New Jersey, Maryland, Missouri, Tennesse provinces",,,No,No,No,,0,Kph,,,,2002,12,4,2002,12,5,30,,,,,,,450500,732959,450500,732959,61.46318826,"[{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm2_code"":28997,""adm2_name"":""District of Columbia""}]",2003-07-01,2023-09-25
2002-0793-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Marin, Los Angeles, Santa Cruz districts (California province), Oregon, Nevada provinces",,,No,No,No,,0,Kph,,,,2002,12,19,2002,12,19,13,,,,,,,,,,,61.46318826,"[{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm2_code"":28883,""adm2_name"":""Los Angeles""},{""adm2_code"":28885,""adm2_name"":""Marin""},{""adm2_code"":28908,""adm2_name"":""Santa Cruz""}]",2003-07-01,2023-09-25
2002-0802-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Oklahoma, Massachusetts, New York, Arkansas, Missouri, New Mexico, Louisiana, Texas provinces",,,No,No,No,,0,Kph,,,,2002,12,23,2002,12,23,18,,,,,,,,,,,61.46318826,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2003-07-01,2023-09-25
2002-0880-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Fulton, Tioga, Broome, Oswego, Delaware, Dutchess districts (New York province), Wayne district (Pennsylvania province), Connecticut, Massachusetts, Michigan, New Hampshire, New Jersey, Ohio, Wisconsin provinces",,,No,No,No,,,Kph,,,,2002,5,30,2002,6,1,1,47,,,47,,,200500,326212,,,61.46318826,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm2_code"":30508,""adm2_name"":""Broome""},{""adm2_code"":30517,""adm2_name"":""Delaware""},{""adm2_code"":30518,""adm2_name"":""Dutchess""},{""adm2_code"":30522,""adm2_name"":""Fulton""},{""adm2_code"":30542,""adm2_name"":""Oswego""},{""adm2_code"":30558,""adm2_name"":""Tioga""},{""adm2_code"":30984,""adm2_name"":""Wayne""}]",2006-07-20,2023-09-25
2002-9853-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin provinces",,,No,No,No,,,Km2,,,,2002,7,,2002,8,,,,,,,,,,,3300000,5369067,61.46318826,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2006-03-08,2023-09-25
2003-0085-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Delaware, Kentucky, Massachusetts, Maryland, North Carolina, New Hampshire, New Jersey, New York, District of Columbia, Ohio, Pennsylvania, Rhode Island, Tennessee, Virginia, Vermont, West Virginia, Illinois, Missouri, Iowa, Nebraska, Connecticut provinces",,,No,No,Yes,,0,Kph,,,,2003,2,14,2003,2,18,44,,120,,120,,,200000,318175,200000,318175,62.8584595,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2004-03-10,2023-09-25
2003-0139-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Mitchell, Worth districts (Georgia province), Jackson district (Alabama province) North Carolina, South Carolina, Tennessee provinces",,Flood|Hail,No,No,No,,0,Kph,,,,2003,3,18,2003,3,20,6,200,,186,386,,,450000,715894,5000000,7954379,62.8584595,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm2_code"":28726,""adm2_name"":""Jackson""},{""adm2_code"":29165,""adm2_name"":""Mitchell""},{""adm2_code"":29223,""adm2_name"":""Worth""}]",2008-03-30,2023-09-25
2003-0147-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Denver, Boulder districts (Colorado province), Wyoming province",,Transport accident,No,No,No,,0,Kph,,,,2003,3,20,2003,3,20,3,,,,,,,,,25000,39772,62.8584595,"[{""adm1_code"":3264,""adm1_name"":""Wyoming""},{""adm2_code"":28938,""adm2_name"":""Denver""},{""adm2_code"":154739,""adm2_name"":""Boulder""}]",2003-10-06,2023-09-25
2003-0210-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Colbert, Lauderdale, Limestone, Madison, Jackson, Dekalb, Lamar, Walker,St Clair, Talladega, Shelby, Clay districts (Alabama province), Mississippi, Craighead, White, Woodruff, Cross districts (Arkansas province), Adams, Weld, Morgan districts (Colorado province), Cherokee, Franklin, Madison, Elbert, Hart, Heard, Coweta districts (Georgia province), Marion, Mahaska, Lee, Van Buren, Jefferson, Henry, Louisa districts (Iowa province), Adams, Hancock, Mc Donough, Bureau, Henry, Brown, Mason, Fulton, Pope, Schuyler, Sangamon, Pulaski, Massac, Alexander, Jasper, Mercer, Warren, Tazewell districts (Illinois province), Perry, Kosciuscko, Putnam districts (Indiana province), Crawford, Wyandotte, Leavenworth, Neosho, Labette, Cherokee, Butler, Greenwood, Osage, Woodson, Allen, Douglas, Anderson, Linn, Marion districts (Kansas province), Calloway, Webster,Daviess, Mason, Lewis, Union, Henderson, Pulaski districts (Kentucky province), Lawrence, Cass, Platte, Clay, Jackson- Kansas city, Greene, Christian, Camden, Lewis, Barton, Cedar, Polk, Hickory, Dallas, Jasper, Johnson, Newton, Dade, Pettis, Dunklin, Pemiscot, Putnam, Scott, Knox, Scotland, Clark, Macon, Shelby, Mercer, Lafayette, Saline, Cape Girardeau, Bollinger, Pulaski districts (Missouri province), Marshall, Benton, Tippah, Alcorn, Newton, Scott, Chickasaw, Monroe, Lee, Itawamba, Madison, Sunflower districts (Mississippi province), Washington, Vance, Chowan, Bertie, Hertford, Northamton districts (North Carolina province), Saunders district (Nebraska province), Okhlaoma, Moore-Cleveland, Ottawa, Stephens, Creek, Lincoln, Canadian, Caddo, Osage, Noble, Le Flore, Marshall, Love, Jefferson districts (Okhahoma province), Aiken, Abbeville, Williamsburg districts (South Carolina province), Perkins, Todd didstricts (South Dakota province), Dyer, Madison, Hamilton-Chattanooga, Gibson, Weakley, Henry, Stewart, Henderson, Carroll, Montgomery, Robertson, Williamson, Davidson, Cannon, Lincoln, Lawrence, Hardin, McNairy districts (Tennessee province), ood, Upshur, Harrison, Marion districts (Texas province)",,,No,No,Yes,,0,Kph,,,,2003,5,4,2003,5,10,45,145,,15000,15145,,,3200000,5090802,4000000,6363503,62.8584595,"[{""adm2_code"":28704,""adm2_name"":""Clay""},{""adm2_code"":28707,""adm2_name"":""Colbert""},{""adm2_code"":28715,""adm2_name"":""DeKalb""},{""adm2_code"":28726,""adm2_name"":""Jackson""},{""adm2_code"":28728,""adm2_name"":""Lamar""},{""adm2_code"":28729,""adm2_name"":""Lauderdale""},{""adm2_code"":28732,""adm2_name"":""Limestone""},{""adm2_code"":28735,""adm2_name"":""Madison""},{""adm2_code"":28748,""adm2_name"":""Shelby""},{""adm2_code"":28749,""adm2_name"":""St. Clair""},{""adm2_code"":28751,""adm2_name"":""Talladega""},{""adm2_code"":28754,""adm2_name"":""Walker""},{""adm2_code"":28805,""adm2_name"":""Craighead""},{""adm2_code"":28808,""adm2_name"":""Cross""},{""adm2_code"":28836,""adm2_name"":""Mississippi""},{""adm2_code"":28862,""adm2_name"":""White""},{""adm2_code"":28863,""adm2_name"":""Woodruff""},{""adm2_code"":28966,""adm2_name"":""Morgan""},{""adm2_code"":154738,""adm2_name"":""Adams""},{""adm2_code"":154742,""adm2_name"":""Weld""},{""adm2_code"":29092,""adm2_name"":""Cherokee""},{""adm2_code"":29102,""adm2_name"":""Coweta""},{""adm2_code"":29116,""adm2_name"":""Elbert""},{""adm2_code"":29123,""adm2_name"":""Franklin""},{""adm2_code"":29137,""adm2_name"":""Hart""},{""adm2_code"":29138,""adm2_name"":""Heard""},{""adm2_code"":29159,""adm2_name"":""Madison""},{""adm2_code"":29273,""adm2_name"":""Adams""},{""adm2_code"":29274,""adm2_name"":""Alexander""},{""adm2_code"":29277,""adm2_name"":""Brown""},{""adm2_code"":29278,""adm2_name"":""Bureau""},{""adm2_code"":29301,""adm2_name"":""Fulton""},{""adm2_code"":29306,""adm2_name"":""Hancock""},{""adm2_code"":29309,""adm2_name"":""Henry""},{""adm2_code"":29312,""adm2_name"":""Jasper""},{""adm2_code"":29332,""adm2_name"":""Mason""},{""adm2_code"":29333,""adm2_name"":""Massac""},{""adm2_code"":29334,""adm2_name"":""McDonough""},{""adm2_code"":29338,""adm2_name"":""Mercer""},{""adm2_code"":29348,""adm2_name"":""Pope""},{""adm2_code"":29349,""adm2_name"":""Pulaski""},{""adm2_code"":29355,""adm2_name"":""Sangamon""},{""adm2_code"":29356,""adm2_name"":""Schuyler""},{""adm2_code"":29362,""adm2_name"":""Tazewell""},{""adm2_code"":29366,""adm2_name"":""Warren""},{""adm2_code"":29417,""adm2_name"":""Kosciusko""},{""adm2_code"":29436,""adm2_name"":""Perry""},{""adm2_code"":29441,""adm2_name"":""Putnam""},{""adm2_code"":29510,""adm2_name"":""Henry""},{""adm2_code"":29517,""adm2_name"":""Jefferson""},{""adm2_code"":29522,""adm2_name"":""Lee""},{""adm2_code"":29524,""adm2_name"":""Louisa""},{""adm2_code"":29528,""adm2_name"":""Mahaska""},{""adm2_code"":29529,""adm2_name"":""Marion""},{""adm2_code"":29555,""adm2_name"":""Van Buren""},{""adm2_code"":29566,""adm2_name"":""Allen""},{""adm2_code"":29567,""adm2_name"":""Anderson""},{""adm2_code"":29573,""adm2_name"":""Butler""},{""adm2_code"":29576,""adm2_name"":""Cherokee""},{""adm2_code"":29584,""adm2_name"":""Crawford""},{""adm2_code"":29588,""adm2_name"":""Douglas""},{""adm2_code"":29602,""adm2_name"":""Greenwood""},{""adm2_code"":29615,""adm2_name"":""Labette""},{""adm2_code"":29617,""adm2_name"":""Leavenworth""},{""adm2_code"":29619,""adm2_name"":""Linn""},{""adm2_code"":29622,""adm2_name"":""Marion""},{""adm2_code"":29632,""adm2_name"":""Neosho""},{""adm2_code"":29635,""adm2_name"":""Osage""},{""adm2_code"":29669,""adm2_name"":""Woodson""},{""adm2_code"":29670,""adm2_name"":""Wyandotte""},{""adm2_code"":29688,""adm2_name"":""Calloway""},{""adm2_code"":29700,""adm2_name"":""Daviess""},{""adm2_code"":29721,""adm2_name"":""Henderson""},{""adm2_code"":29738,""adm2_name"":""Lewis""},{""adm2_code"":29748,""adm2_name"":""Mason""},{""adm2_code"":29770,""adm2_name"":""Pulaski""},{""adm2_code"":29783,""adm2_name"":""Union""},{""adm2_code"":29787,""adm2_name"":""Webster""},{""adm2_code"":30080,""adm2_name"":""Alcorn""},{""adm2_code"":30083,""adm2_name"":""Benton""},{""adm2_code"":30087,""adm2_name"":""Chickasaw""},{""adm2_code"":30107,""adm2_name"":""Itawamba""},{""adm2_code"":30119,""adm2_name"":""Lee""},{""adm2_code"":30123,""adm2_name"":""Madison""},{""adm2_code"":30125,""adm2_name"":""Marshall""},{""adm2_code"":30126,""adm2_name"":""Monroe""},{""adm2_code"":30129,""adm2_name"":""Newton""},{""adm2_code"":30140,""adm2_name"":""Scott""},{""adm2_code"":30145,""adm2_name"":""Sunflower""},{""adm2_code"":30148,""adm2_name"":""Tippah""},{""adm2_code"":30166,""adm2_name"":""Barton""},{""adm2_code"":30169,""adm2_name"":""Bollinger""},{""adm2_code"":30175,""adm2_name"":""Camden""},{""adm2_code"":30176,""adm2_name"":""Cape Girardeau""},{""adm2_code"":30179,""adm2_name"":""Cass""},{""adm2_code"":30180,""adm2_name"":""Cedar""},{""adm2_code"":30182,""adm2_name"":""Christian""},{""adm2_code"":30183,""adm2_name"":""Clark""},{""adm2_code"":30184,""adm2_name"":""Clay""},{""adm2_code"":30189,""adm2_name"":""Dade""},{""adm2_code"":30190,""adm2_name"":""Dallas""},{""adm2_code"":30195,""adm2_name"":""Dunklin""},{""adm2_code"":30199,""adm2_name"":""Greene""},{""adm2_code"":30203,""adm2_name"":""Hickory""},{""adm2_code"":30208,""adm2_name"":""Jackson""},{""adm2_code"":30209,""adm2_name"":""Jasper""},{""adm2_code"":30211,""adm2_name"":""Johnson""},{""adm2_code"":30212,""adm2_name"":""Knox""},{""adm2_code"":30214,""adm2_name"":""Lafayette""},{""adm2_code"":30215,""adm2_name"":""Lawrence""},{""adm2_code"":30216,""adm2_name"":""Lewis""},{""adm2_code"":30220,""adm2_name"":""Macon""},{""adm2_code"":30225,""adm2_name"":""Mercer""},{""adm2_code"":30233,""adm2_name"":""Newton""},{""adm2_code"":30238,""adm2_name"":""Pemiscot""},{""adm2_code"":30240,""adm2_name"":""Pettis""},{""adm2_code"":30243,""adm2_name"":""Platte""},{""adm2_code"":30244,""adm2_name"":""Polk""},{""adm2_code"":30245,""adm2_name"":""Pulaski""},{""adm2_code"":30246,""adm2_name"":""Putnam""},{""adm2_code"":30252,""adm2_name"":""Saline""},{""adm2_code"":30254,""adm2_name"":""Scotland""},{""adm2_code"":30255,""adm2_name"":""Scott""},{""adm2_code"":30257,""adm2_name"":""Shelby""},{""adm2_code"":30409,""adm2_name"":""Saunders""},{""adm2_code"":30574,""adm2_name"":""Bertie""},{""adm2_code"":30587,""adm2_name"":""Chowan""},{""adm2_code"":30612,""adm2_name"":""Hertford""},{""adm2_code"":30632,""adm2_name"":""Northampton""},{""adm2_code"":30657,""adm2_name"":""Vance""},{""adm2_code"":30660,""adm2_name"":""Washington""},{""adm2_code"":30815,""adm2_name"":""Caddo""},{""adm2_code"":30816,""adm2_name"":""Canadian""},{""adm2_code"":30821,""adm2_name"":""Cleveland""},{""adm2_code"":30826,""adm2_name"":""Creek""},{""adm2_code"":30841,""adm2_name"":""Jefferson""},{""adm2_code"":30847,""adm2_name"":""Le Flore""},{""adm2_code"":30848,""adm2_name"":""Lincoln""},{""adm2_code"":30850,""adm2_name"":""Love""},{""adm2_code"":30852,""adm2_name"":""Marshall""},{""adm2_code"":30859,""adm2_name"":""Noble""},{""adm2_code"":30862,""adm2_name"":""Oklahoma""},{""adm2_code"":30864,""adm2_name"":""Osage""},{""adm2_code"":30865,""adm2_name"":""Ottawa""},{""adm2_code"":30876,""adm2_name"":""Stephens""},{""adm2_code"":30993,""adm2_name"":""Abbeville""},{""adm2_code"":30994,""adm2_name"":""Aiken""},{""adm2_code"":31037,""adm2_name"":""Williamsburg""},{""adm2_code"":31090,""adm2_name"":""Perkins""},{""adm2_code"":31098,""adm2_name"":""Todd""},{""adm2_code"":31112,""adm2_name"":""Cannon""},{""adm2_code"":31113,""adm2_name"":""Carroll""},{""adm2_code"":31123,""adm2_name"":""Davidson""},{""adm2_code"":31127,""adm2_name"":""Dyer""},{""adm2_code"":31131,""adm2_name"":""Gibson""},{""adm2_code"":31137,""adm2_name"":""Hamilton""},{""adm2_code"":31140,""adm2_name"":""Hardin""},{""adm2_code"":31143,""adm2_name"":""Henderson""},{""adm2_code"":31144,""adm2_name"":""Henry""},{""adm2_code"":31154,""adm2_name"":""Lawrence""},{""adm2_code"":31156,""adm2_name"":""Lincoln""},{""adm2_code"":31159,""adm2_name"":""Madison""},{""adm2_code"":31164,""adm2_name"":""McNairy""},{""adm2_code"":31167,""adm2_name"":""Montgomery""},{""adm2_code"":31178,""adm2_name"":""Robertson""},{""adm2_code"":31185,""adm2_name"":""Stewart""},{""adm2_code"":31196,""adm2_name"":""Weakley""},{""adm2_code"":31198,""adm2_name"":""Williamson""},{""adm2_code"":31301,""adm2_name"":""Harrison""},{""adm2_code"":31354,""adm2_name"":""Marion""},{""adm2_code"":31429,""adm2_name"":""Upshur""},{""adm2_code"":31449,""adm2_name"":""Wood""}]",2004-03-10,2023-09-25
